date,time,temperature,humidity
26/01/2016,08:19:03,29.9,36.7
26/01/2016,08:20:04,30.0,36.7
26/01/2016,08:21:03,30.0,36.9
26/01/2016,08:22:03,30.0,36.7
26/01/2016,08:23:04,30.0,36.7
26/01/2016,08:24:03,30.0,36.6
26/01/2016,08:25:03,30.1,37.0
26/01/2016,08:26:04,30.1,36.4
26/01/2016,08:27:03,30.1,36.4
26/01/2016,08:28:03,30.1,36.5
26/01/2016,08:29:04,30.1,36.5
26/01/2016,08:30:03,30.3,36.3
26/01/2016,08:31:03,30.1,36.7
26/01/2016,08:32:04,30.2,36.5
26/01/2016,08:33:03,30.1,36.6
26/01/2016,08:34:03,30.2,36.4
26/01/2016,08:35:04,30.2,36.6
26/01/2016,08:36:03,30.1,36.5
26/01/2016,08:37:03,30.1,36.1
26/01/2016,08:38:04,30.3,36.5
26/01/2016,08:39:03,30.2,36.4
26/01/2016,08:40:03,30.2,36.2
26/01/2016,08:41:04,30.1,36.1
26/01/2016,08:42:03,30.2,36.3
26/01/2016,08:43:03,30.3,36.6
26/01/2016,08:44:04,30.2,36.5
26/01/2016,08:45:03,30.4,36.5
26/01/2016,08:46:03,30.2,36.0
26/01/2016,08:47:04,30.3,36.3
26/01/2016,08:48:03,30.2,36.2
26/01/2016,08:49:03,30.1,36.4
26/01/2016,08:50:04,30.2,36.2
26/01/2016,08:51:03,30.3,36.6
26/01/2016,08:52:03,30.2,36.0
26/01/2016,08:53:04,30.3,36.2
26/01/2016,08:54:03,30.3,36.5
26/01/2016,08:55:03,30.2,36.2
26/01/2016,08:56:04,30.2,36.2
26/01/2016,08:57:03,30.2,36.3
26/01/2016,08:58:03,30.3,36.5
26/01/2016,08:59:04,30.3,36.2
26/01/2016,09:00:03,30.2,36.0
26/01/2016,09:01:03,30.2,36.3
26/01/2016,09:02:04,30.2,36.4
26/01/2016,09:03:03,30.2,36.1
26/01/2016,09:04:03,30.4,36.3
26/01/2016,09:05:04,30.3,36.0
26/01/2016,09:06:03,30.4,36.0
26/01/2016,09:07:03,30.2,36.2
26/01/2016,09:08:04,30.3,35.9
26/01/2016,09:09:03,30.4,35.9
26/01/2016,09:10:03,30.4,35.7
26/01/2016,09:11:03,30.4,36.0
26/01/2016,09:12:03,30.2,36.0
26/01/2016,09:13:03,30.3,35.8
26/01/2016,09:14:03,30.5,35.9
26/01/2016,09:15:03,30.4,35.9
26/01/2016,09:16:03,30.4,35.6
26/01/2016,09:17:03,30.4,35.9
26/01/2016,09:18:03,30.4,36.2
26/01/2016,09:19:03,30.4,36.1
26/01/2016,09:20:03,30.4,36.1
26/01/2016,09:21:03,30.4,35.6
26/01/2016,09:22:03,30.3,35.5
26/01/2016,09:23:03,30.3,35.9
26/01/2016,09:24:03,30.4,36.0
26/01/2016,09:25:03,30.4,35.8
26/01/2016,09:26:03,30.4,35.6
26/01/2016,09:27:03,30.4,35.6
